publish_date,headline_text,polarity,subjectivity
2003-05-15,dollar subdued markets nervous,0.0,0.0
2003-05-15,gas trading hub launched,0.0,0.0
2003-05-15,hervey bay to get sunday trading,0.0,0.0
2003-05-15,resources weaker market in the red,0.0,0.0
2003-05-15,wrong business wrong place wrong time amp,-0.5,0.9
2003-05-16,businesses await bushfire funding news,0.0,0.0
2003-05-16,indigenous scheme balances environment with economy,0.0,0.0
2003-05-16,japanese business daily chief quits due to scandals,-0.041666666666666664,0.125
2003-05-16,jury continues deliberations in businessman case,0.0,0.0
2003-05-16,public ballot on trading hours carnival holiday,0.0,0.06666666666666667
2003-05-18,act fair trading warns of sars fax scam,0.7,0.9
2003-05-18,alp factions trade blame after trading blows,0.0,0.0
2003-05-19,dollar up but market closes weaker,0.0,0.0
2003-05-19,fair trading advisory committee re established in,0.7,0.9
2003-05-19,institute wins contract to develop vietnam finance,0.3,0.2
2003-05-19,yeppoon loses sunday trading bid,-0.3,0.1
2003-05-20,aussie stock market closes weaker,0.0,0.0
2003-05-20,central qld considers new sunday trading bid,0.06818181818181818,0.3522727272727273
2003-05-20,searson buck wins business award for excellence,0.3,0.2
2003-05-20,small business faces tough times,-0.3194444444444444,0.6166666666666667
2003-05-20,terrorism forum in brisbane focuses on business,0.0,0.0
2003-05-21,cabbie offers expert advice on brazils economy,0.1,0.0
2003-05-21,councillors vote against extended trading hours,0.0,0.0
2003-05-21,push on for bush business tax breaks,0.0,0.0
2003-05-22,council launches roma business plan,0.0,0.0
2003-05-22,opp claims budget fails business sector,-0.5,0.3
2003-05-22,sunday trading issue settled mayor,0.0,0.0
2003-05-23,aristocrat halts trading,0.0,0.0
2003-05-23,chamber highlights esperance business woes,0.0,0.0
2003-05-23,market ends week strongly,0.43333333333333335,0.7333333333333334
2003-05-24,economy slows japans space program,0.0,0.0
2003-05-24,perth council opposes deregulated trading,0.0,0.0
2003-05-25,asic exonerates amp of insider trading,0.0,0.0
2003-05-25,trading hours could cut competition small grocers,-0.25,0.4
2003-05-26,aristocrat delays market announcement,0.0,0.0
2003-05-26,steady start on australian market,0.08333333333333333,0.25
2003-05-27,coles myer joins fuel business,0.0,0.0
2003-05-27,property group dismisses market crash fears,0.0,0.0
2003-05-27,vic business confidence takes a battering survey,0.0,0.0
2003-05-28,all ords picks up after overseas market rally,0.0,0.0
2003-05-28,bushfire affected businesses to get extra funding,0.0,0.1
2003-05-28,bushfire affected businesses to get funds,0.0,0.0
2003-05-28,business survey highlights positive growth,0.22727272727272727,0.5454545454545454
2003-05-28,nsw property market strong despite slow price,0.06666666666666665,0.5666666666666667
2003-05-28,survey predicts good darling downs business growth,0.7,0.6000000000000001
2003-05-28,water trading logical sa minister,0.25,0.25
2003-05-29,businesses face new zero tolerance smoke policy,0.13636363636363635,0.45454545454545453
2003-05-29,businesses to welcome bushfire grants mp,0.8,0.9
2003-05-29,business sa backs budget move on debt,0.0,0.0
2003-05-29,greenbacks ride dominates trading,0.0,0.0
2003-05-29,survey results to help boost business support,0.0,0.0
2003-05-30,diamonds shine bright in kimberley economy,0.7000000000000001,0.7999999999999999
2003-05-30,dollar steady on volatile markets,0.16666666666666666,0.5
2003-05-30,markets trial to close main carnarvon street,0.16666666666666666,0.3333333333333333
2003-05-30,rivkin share trading halted,0.0,0.0
2003-05-31,us stocks continue rise,0.0,0.0
2003-06-01,samuel slates supermarket competition review,0.0,0.0
2003-06-02,application lodged for buronga gol gol supermarket,0.0,0.0
2003-06-02,business plan for adelaide darwin rail link revised,0.0,0.0
2003-06-02,djs requests trading halt,0.0,0.0
2003-06-02,us military seeks business support,-0.1,0.1
2003-06-03,amc halts trading,0.0,0.0
2003-06-04,alston business leaders vouch for elliott,0.0,0.0
2003-06-04,banks drag aussie market up,-0.1,0.07083333333333333
2003-06-04,senator opposes national water rights trading,0.0,0.0
2003-06-05,amc trading suspension extended,0.0,0.0
2003-06-05,govt warned rates system could deter investment,0.0,0.0
2003-06-05,market lifts dollar soars to 35 year high,0.16,0.54
2003-06-05,parties reach deal on trading hours,0.0,0.0
2003-06-06,market rallies dollar soars,0.0,0.0
2003-06-06,retailers welcome longer trading hours,0.8,0.9
2003-06-06,ruddock in spotlight over business migrant,0.0,0.0
2003-06-07,water trading system will protect water users kemp,0.0,0.0
2003-06-08,businesses banned from offering ct scans,0.0,0.0
2003-06-09,boral to invest in ag lime business,0.0,0.0
2003-06-09,businessmen and birdwatcher receive honours,0.0,0.0
2003-06-09,business sa challenging national pay rise,0.5,1.0
2003-06-09,group highlights investment impediments,0.0,0.0
2003-06-09,job market shows improvement,0.0,0.0
2003-06-10,business as usual for boks against scots,-0.25,0.25
2003-06-10,carmody reminds businesses of tax responsibilities,0.0,0.0
2003-06-10,market sends wool prices into a spin,0.0,0.0
2003-06-10,sa business group to fight wage increases,0.0,0.0
2003-06-11,concerns aired over indigenous council finances,0.1,0.7
2003-06-11,long term market rates hit 39 year low,-0.025,0.35
2003-06-11,market climbs on gains by banks news corp bhp,0.0,0.0
2003-06-11,retailers fume over lost easter business,0.0,0.0
2003-06-11,survey highlights growing business confidence,0.0,0.0
2003-06-11,us stocks lift on wall st,0.0,0.0
2003-06-12,king of pop restructures business ties,0.0,0.0
2003-06-12,nsw govt targets abalone black market,-0.16666666666666666,0.43333333333333335
2003-06-12,toowoomba house market still moving ahead,0.0,0.0
2003-06-13,australia open for business campaign kicks off soon,0.0,0.5
2003-06-13,long term market rates slide,-0.05,0.4
2003-06-13,minister impressed with broken hill business,0.3,0.7
2003-06-13,share market hits nine month high,0.16,0.54
2003-06-14,business gas price declining esc,0.0,0.0
2003-06-14,police raid kings cross businesses,0.0,0.0
2003-06-14,police search for suspects after supermarket break,0.0,0.0
2003-06-15,bracks leaves for us to drum up biotech investment,0.0,0.0
2003-06-15,no decision made on sunday trading mp,0.0,0.0
2003-06-15,qld bloodstocks at critical levels red cross,0.0,0.26666666666666666
2003-06-16,darwin businessman suing nt govt,0.0,0.0
2003-06-16,market records slight rise despite wall st losses,-0.16666666666666666,0.16666666666666666
2003-06-16,students show off business skills,0.0,0.0
2003-06-16,wineries set for marketing push,0.0,0.0
2003-06-17,costa to address newcastle business club,0.0,0.0
2003-06-17,missing businessman warned against diamond deal,-0.2,0.05
2003-06-18,businesses asked to consider levy plan,0.0,0.0
2003-06-18,fair trading issues door to door sales warning,0.7,0.9
2003-06-18,ji leaders financed philippines bombing court hears,0.0,0.0
2003-06-18,share market ends 9 day winning streak,0.5,0.75
2003-06-18,sunday trading laws are illegal mp,-0.5,0.5
2003-06-18,synchrotron project lacks business plan vic,0.0,0.0
2003-06-19,chamber backs council business support,0.0,0.0
2003-06-19,reduced finances to cut book spending,0.0,0.0
2003-06-20,former harts exec charged with insider trading,0.0,0.0
2003-06-20,hunter economy predicted to slow this year,-0.30000000000000004,0.39999999999999997
2003-06-20,ups and downs in southern qld housing market,0.0,0.0
2003-06-22,harvey norman faces sunday trading fines,0.0,0.0
2003-06-23,business looks for tax relief in nsw budget,0.0,0.0
2003-06-23,harvey norman to face sunday trading charges,0.0,0.0
2003-06-23,resources give market a modest boost,0.1,0.9
2003-06-24,actu launches test case business cautious,0.0,0.0
2003-06-24,amc shares increase as trading resumes,0.0,0.0
2003-06-24,business slams nsws payroll drive,0.0,0.0
2003-06-24,small business told to look past big banks,-0.16666666666666666,0.25
2003-06-24,trading hours off the agenda in wa,0.0,0.0
2003-06-25,businesses urged to join tourism body,0.0,0.0
2003-06-25,business hit hard by budget chamber says,-0.2916666666666667,0.5416666666666666
2003-06-25,chambers welcome retail trading hours decision,0.8,0.9
2003-06-25,economy surges on back of stronger market,0.0,0.0
2003-06-25,group seeks failed investment scheme compo,-0.5,0.3
2003-06-25,markets hold off for rates decision,0.0,0.0
2003-06-25,pub tax will stifle wests economy mp,0.0,0.0
2003-06-25,us faces daunting task on building iraqi economy,0.0,0.0
2003-06-26,pilchard stocks on the rise,0.0,0.0
2003-06-26,solomons businessman warns of violence,0.0,0.0
2003-06-26,telstra sale depends on market howard,0.0,0.0
2003-06-27,bulldogs upbeat about trading position,0.0,0.0
2003-06-27,concerns aired over wild fish stocks,0.1,0.55
2003-06-27,funds for wastewater scheme business plan,0.0,0.0
2003-06-28,thousands sign up for us anti telemarketing list,0.0,0.0
2003-06-30,accc tackles supermarket grog trade,0.0,0.0
2003-06-30,help for amc workers shareholders business,0.0,0.0
2003-07-01,cotton downturn to hit central highlands economy,0.0,0.25
2003-07-01,nightclubs angry at proposal to cut trading hours,-0.5,1.0
2003-07-01,share market recovers early losses,0.1,0.3
2003-07-02,business concerned over plastics plant decision,0.0,0.0
2003-07-02,rates call hits market boosts dollar,0.0,0.0
2003-07-03,council finances under state scrutiny,0.0,0.0
2003-07-04,banks news corp sap market,0.0,0.0
2003-07-04,winegrowers speak out over market demand claims,0.0,0.0
2003-07-05,us markets end week lower,0.0,0.0
2003-07-07,call to stop business sell off overseas,0.0,0.0
2003-07-07,police seek information on supermarket brawl,0.0,0.0
2003-07-08,business confidence surges on rates speculation,0.0,0.0
2003-07-08,businesses to get industrial laws reminder,0.0,0.0
2003-07-08,business gets in on synchrotron plan,0.0,0.0
2003-07-08,govt fights to keep rex in business,0.0,0.0
2003-07-08,group highlights business growth impediments,0.0,0.0
2003-07-08,tas govt urged to seek more investment,0.5,0.5
2003-07-10,businesses warned about letter scam,0.0,0.0
2003-07-10,talks resume on nuclear weapons trading,0.0,0.0
2003-07-11,report claims regional business has potential for,0.0,1.0
2003-07-12,four to face court over sydney businessmans,0.0,0.0
2003-07-12,hiv drugs a financial investment research,0.0,0.0
2003-07-12,us stocks end up higher,0.25,0.5
2003-07-13,film production company wins act small business,0.024999999999999994,0.30000000000000004
2003-07-13,homebuyers cautioned about vendor finance contracts,0.0,0.0
2003-07-14,clothes seized from local markets,0.0,0.0
2003-07-14,push for closer university business links,0.0,0.0
2003-07-14,renewed optimism lifts market,0.0,0.0
2003-07-14,shop trading hours decision due today,-0.125,0.375
2003-07-15,banks resources edge market higher,0.25,0.5
2003-07-15,concerns aired over fish black market,-0.033333333333333326,0.5666666666666667
2003-07-15,govt business in workers compensation push,0.0,0.0
2003-07-15,us company news boosts markets,0.0,0.0
2003-07-15,vote backs trading hours deregulation,0.0,0.0
2003-07-16,council seeks trading hours deregulation,0.0,0.0
2003-07-16,economy and security on pms japan agenda,0.0,0.0
2003-07-16,icac investigates fair trading bribes,0.7,0.9
2003-07-16,icac investigates fair trading bribes claims,0.7,0.9
2003-07-16,police hunt supermarket armed bandit,0.0,0.0
2003-07-17,call for timber town business support,0.0,0.0
2003-07-17,car ploughs through la market,0.0,0.0
2003-07-17,developer considers launceston market options,0.0,0.0
2003-07-17,market follows wall st down,-0.15555555555555556,0.2888888888888889
2003-07-18,biotech companies prove a healthy investment,0.5,0.5
2003-07-18,market closes down on day up on week,-0.15555555555555556,0.2888888888888889
2003-07-18,toll up to 10 in us street market car crash,0.0,0.0
2003-07-21,cua expects continuing growth in qld housing market,0.0,0.0
2003-07-21,small business owners working longer hours survey,-0.25,0.4
2003-07-22,airport targets business passengers,0.0,0.0
2003-07-22,australia eyes japan beef market opportunities,0.0,0.0
2003-07-22,call for credit union investment boost,0.0,0.0
2003-07-22,go green or lose business laundromats told,-0.2,0.3
2003-07-22,rex reports boost in govt business,0.0,0.0
2003-07-23,business leaders back cbd for darwin convention,0.0,0.0
2003-07-23,trade talks may foreshadow common market in pacific,-0.3,0.5
2003-07-23,wall street steadies aussie market,0.0,0.0
2003-07-24,australia seeks better access to us markets,0.5,0.5
2003-07-24,market climbs slightly,-0.16666666666666666,0.16666666666666666
2003-07-24,mooney seeks more townsville investment,0.5,0.5
2003-07-24,reds hoping for return on sailor investment,0.0,0.0
2003-07-24,refinery closure to affect jobs and businesses,0.0,0.0
2003-07-24,us stocks open higher on jobless claims figure,0.125,0.5
2003-07-25,anz ditches plans for thai military bank investment,-0.1,0.1
2003-07-25,opp education policy will affect nt economy,0.0,0.0
2003-07-25,virgin blue to make stock market debut,0.0,0.1
2003-07-26,us stocks rise durables orders give lift,0.0,0.0
2003-07-26,wine marketing conference kicks off in sa,0.0,0.0
2003-07-27,claim petrol market dominated by discount suppliers,0.0,0.0
2003-07-27,coles entry into discount petrol market to have,0.0,0.0
2003-07-27,tas farmers look to fta for new markets,0.13636363636363635,0.45454545454545453
2003-07-29,coach orders all business for real stars,0.2,0.30000000000000004
2003-07-29,nt homebuyers faring well in mortgage market hia,0.0,0.0
2003-07-30,consumer confidence slide hits stocks,0.0,0.0
2003-07-30,new levy to help market pork,0.13636363636363635,0.45454545454545453
2003-07-30,nightclubs wage war over trading hours,0.0,0.0
2003-07-30,small business grant hurdle needs to be changed mp,-0.25,0.4
2003-07-31,businessman gives himself up to immigration,0.0,0.0
2003-07-31,businessman makes 1 million prostate donation,0.0,0.0
2003-07-31,businessman to be deported says ruddock,0.0,0.0
2003-07-31,govt blasts act over small business insurance costs,-0.25,0.4
2003-07-31,iraq economy to take years to recover world bank,0.0,0.0
2003-07-31,small business bank services under the microscope,-0.25,0.4
2003-07-31,us economy recovery signs more evident,0.375,0.375
2003-08-01,hunter economy performing well,0.0,0.0
2003-08-01,mcdermott insider trading sentence suspended,0.0,0.0
2003-08-01,new accc chief says he wont be soft on big business,0.07878787878787878,0.30151515151515146
2003-08-01,sharemarket hits high note,0.16,0.54
2003-08-02,argentinas dirty supermarket secret revealed,-0.5,0.75
2003-08-03,martin begins national tour to promote investment,0.0,0.0
2003-08-04,businesses expect economy to slow further,-0.15000000000000002,0.44999999999999996
2003-08-04,car dealership wins business award,0.3,0.2
